"","GupDM_A_11","GupDM_A_15","GupDM_A1","GupDM_A10","GupDM_A12","GupDM_A13","GupDM_A14","GupDM_A2","GupDM_A3","GupDM_A4","GupDM_A5","GupDM_A6","GupDM_A7","GupDM_A8","GupDM_A9","GupDM_HAG","GupDM_HAH","GupDM_HAI","GupDM_HAJ","GupDM_HAK","GupDM_HAL","GupDM_HAM","GupDM_HAN","GupDM_HAO","GupDM_HAP","GupDM_HAR","GupDM_HAT","GupDM_HBR","GupDM_HCL","GupDM_HCM","GupDM_HCN","GupDM_HCO","GupDM_HCP","GupDM_HCQ","GupDM_HCR","GupDM_HCS","GupDM_HCT","GupDM_HCU","GupDM_HCV","GupDM_HCY","GupDM_HDB","GupDM_HDF","GupDM_HP","GupDM_HR","GupDM_HS","GupDM_JA","GupDM_JB","GupDM_JC","GupDM_JD","GupDM_JE","GupDM_JG","GupDM_JH","GupDM_JI","GupDM_JJ","GupDM_JK","GupDM_JL","GupDM_JM","GupDM_JN","GupDM_JO","GupDM_JP"
"species-_lactaris",0,0,0,0,0,0,0,0,0,14040,0,0,0,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,18436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Gemella_morbillorum",0,0,0,0,0,0,0,0,0,8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0
"species-Desulfovibrio_piger",0,0,0,0,0,0,0,0,0,7494,0,0,0,0,0,0,0,0,6224,0,0,0,0,0,0,0,0,0,0,3703,0,0,79966,0,0,0,0,0,0,0,0,0,0,0,26081,0,0,6908,21450,23523,41981,0,27054,36464,20469,0,11510,5173,18587,40009
"species-Fusobacterium_varium",0,0,0,0,0,0,0,0,0,3348,0,0,0,0,0,0,0,0,0,0,0,0,16219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Intestinimonas_butyriciproducens",0,0,0,0,0,0,0,0,0,2646,39947,20634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5437,0,0,0,0,0,0,0,0,0,0,0,0,12068,0,0,17338,0,0,15729,500,13056,0,0,0,14828,14029
"species-Catenibacterium_mitsuokai",0,0,0,0,0,0,0,0,0,2427,17269,0,0,0,0,0,0,2976,4346,9463,28359,10371,0,11710,0,0,2563,0,15945,0,93447,0,0,0,0,0,0,0,0,0,0,0,12585,1229,17478,9815,0,2128,2301,3598,32609,0,0,4552,2620,15210,0,0,0,23826
"species-Roseburia_intestinalis",0,0,0,0,0,0,0,0,0,1840,0,0,0,0,11932,6922,0,3232,0,0,18354,0,446831,0,3324,0,17072,4405,0,0,201250,0,0,10412,32087,0,0,0,0,2931,6567,0,7236,0,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Bifidobacterium_catenulatum_1",0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Mitsuokella_jalaludinii",0,0,0,0,0,0,0,0,0,364,1603,0,0,0,0,0,0,0,26738,10615,25161,0,0,0,0,0,0,0,0,0,0,18626,5329,0,0,0,0,16942,29760,0,0,0,28319,0,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Prevotella_sp._CAG-873",0,0,0,0,0,0,0,0,0,0,519011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Acidaminococcus_sp._CAG-542",0,0,0,0,0,0,0,0,0,0,326838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33486,0,0,0,0,0,0,0,0,0,0,0,0,44736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Firmicutes_bacterium_CAG-791",0,0,0,0,0,0,0,0,0,0,75197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11323,0,0,0,0,0,0,0,0,0,0,0,0,0,20558,0,0,226752,0,0,0,0,279010,0,0,0,0,307503,0,0,0,186577
"species-Fusobacterium_nucleatum",0,0,0,0,0,0,0,0,0,0,73732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4265,0,0,0,0,0,7386,0,0,0,0,0,4890,0
"species-Solobacterium_moorei",0,0,0,0,0,0,0,0,0,0,49781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,1905,0,0,0,0,0,557,0
"species-Prevotella_sp._CAG-1092",0,0,0,0,0,0,0,0,0,0,29622,0,0,0,0,0,0,0,0,0,36288,0,0,0,0,0,0,0,4541,0,0,0,0,0,0,8384,0,0,0,0,0,0,21482,0,6748,1831765,3925,0,0,37884,11038,0,1035,3330,22296,2170132,0,0,1301,24832
"species-Acidaminococcus_fermentans",0,0,0,0,0,0,0,0,0,0,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Fusobacterium_naviforme",0,0,0,0,0,0,0,0,0,0,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Cetobacterium_somerae",0,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Barnesiella_intestinihominis",0,0,0,0,0,0,0,0,0,0,0,1098297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12060,0,0,0,3752,0,170673,0,0,0,0,4792,0,15040,0,0,1028,1926,0,0,2051,0,0,0,0,3163,0,0,0,0,1925,3456,0
"species-Butyricimonas_synergistica",0,0,0,0,0,0,0,0,0,0,0,53767,0,0,0,0,0,0,0,0,0,32472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Lawsonibacter_asaccharolyticus",0,0,0,0,0,0,0,0,0,0,0,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Prevotella_sp._885",0,0,0,0,0,0,0,0,0,0,0,0,457574,0,0,0,0,1624007,0,0,394035,0,0,0,0,0,283777,0,204400,0,0,0,0,0,29485,0,0,0,0,0,0,0,169531,0,0,72912,462742,0,0,178540,20317,0,455288,0,126003,97178,0,0,476817,251818
"species-Pluralibacter_gergoviae",0,0,0,0,0,0,0,0,0,0,0,0,7664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Bacteroides_faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,14223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Limosilactobacillus_pontis",0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Alloprevotella_sp._oral_taxon_473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,3450,0,0,0,0,0,483,0
"species-Megasphaera_micronuciformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Streptococcus_infantarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,0,0,0,0,0,0,0,0,0,0,0,9742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Streptococcus_salivarius_CAG-79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217963,0,0,0,6587,0,0,0,0,0,0,139548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46111,0,0,0,0,0,4139,0,53559,0,0,14113,0,0,0,0,0,35106
"species-Comamonas_kerstersii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,0,0,0,933,41208,981116,0,0,0,0,0,0,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,14875,0,0,0,0,0,0,0,286802,0,0,0,0,0,0,0,0,199612
"species-Lachnospira_pectinoschiza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,0,0,0,0,96962,0,0,66349,4123,60443,110511,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Ruminococcus_sp._CAG-330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,9066,0,0,0,0,0,0,21159,0,0,0,0,0,0,0,0,0,0,0,0,17913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Turicibacter_sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Bifidobacterium_angulatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10387,0,0,0,31191,0,25508,0,0,1572,0,10669,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Bacteroides_sp._CAG-462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Eubacterium_ventriosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38614,0,3316,0,25393,0,0,0,0,0,0,0,13147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32867,0,0,0,0,0,0,0,0,21562
"species-Lactobacillus_delbrueckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,0,0,0,5530,0,3929,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,14221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625697,735996,0,0,0,0,0,0,0,0,0,0,0,0,0,41518,1259017,0,0,0,0,0,0,0,0,135367,0,11193,0,0,20051,832653,0,6453,0,15374,0,0,0,9235,475409
"species-Butyrivibrio_sp._CAG-318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188816,69539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597,0,0,0,0,0,0,0,0,194644,0,11755,52717,29755,0,24464,0,39026,48031,0,0,32717,29386,43897,17226
"species-Clostridium_sp._CAG-510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13810,0,0,0,0,0,0,0,0,0,0,1683456,0,0,0,0,309558,0,0,0,0,0,0,0,0,0,1143982,74373,16809,29374,0,131017,0,84583,53030,0,1380647,9577,11627,86072,98362
"species-Firmicutes_bacterium_CAG-95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7271,0,3995,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,290490,0,0,0,0,62596,0,249,7075,0,368034,0,0,0,39919
"species-_torques",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5503,43492,19103,929,40475,17044,1273,0,0,0,0,28839,0,0,0,0,0,0,0,0,0,0,0,0,0,958,4419,2990,0,0,0,2983,0,0,582,0,13971,0,0,4152,2994
"species-Blastocystis_sp._subtype_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60358,0,2355,14066,0,0,0,1150,58392,0,83555,1418,1410,0,0
"species-Anaerobutyricum_hallii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Clostridium_sp._CAG-632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177281,0,0,0,0,0,0,0,0,0,0,0,21933,15955,14673,237279,0,17137,20685,2971,0,15431,16458,12853,148631
"species-Anaerobiospirillum_thomasii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-_leptum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Candidatus_Gastranaerophilales_bacterium_HUM_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Coprobacter_secundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37067,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Victivallis_vadensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0
"species-Ligilactobacillus_acidipiscis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Clostridium_sp._CAG-167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Roseburia_sp._CAG-182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0
"species-Clostridium_sp._CAG-253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Eubacterium_ramulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0
"species-Veillonella_rodentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Bacteroides_finegoldii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Campylobacter_jejuni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Lactobacillus_rogosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Ruminococcus_callidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Adlercreutzia_equolifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82696,1650,0,0,0,0,0,0,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Adlercreutzia_equolifaciens_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30919,170,0,0,0,0,0,0,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Intestinibacter_bartlettii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Firmicutes_bacterium_CAG-534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313660,0,0,19820,0,0,0,0,0,0,0,0,0,0,0,0,442,33671,223518,0,0,7987,15354,0,0,0,0,155118
"species-Eubacterium_sp._CAG-786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Pantoea_dispersa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Bifidobacterium_dentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Neisseria_subflava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Parvimonas_sp._KA00067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Eisenbergiella_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Treponema_succinifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71040,0,0,0,0,0,0,3571,0,0,0,0,1016,0,0,0,0,2806
"species-Phascolarctobacterium_sp._CAG-266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Haemophilus_pittmaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Parabacteroides_sp._CAG-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0
"species-Prevotella_corporis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,2361,0,0,0,0,0,0
"species-Anaerotruncus_sp._CAG-528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10158,0,0,0,0,0,0,0,0,0,19229,0,0,0,0
"species-Prevotella_intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46393,0,0,0,0,0,43038,0,0,0,0,0,33685,7796
"species-Bifidobacterium_pseudolongum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21490,0,0,0,0,0,21161,0,0,0,0,0,20426,565
"species-Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10659,0,0,0,0,0,11361,0,0,0,0,0,15571,0
"species-Prevotella_sp._F0091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5362,0,0,0,0,0,4120,0,0,0,0,0,6767,0
"species-Dialister_invisus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833,0,0,0,0,0,5717,0,0,0,0,0,4038,0
"species-Eubacterium_coprostanoligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,0,0,0,3106,0,0,4114,0,0,1688,1218
"species-Prevotella_melaninogenica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0
"species-Enterococcus_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21901,4346,0,0,0,9343,7485,0,0,8054,14860,7624,0
"species-Bacteroides_clarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18595,3586,0,0,0,6755,5974,0,0,13014,7625,2772,0
"species-Eisenbergiella_tayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9584,12594,0,0,0,18729,11298,0,0,9538,5608,12265,0
"species-Enterococcus_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8306,1684,0,0,0,2364,5266,0,0,5131,1910,4597,0
"species-Enterocloster_citroniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7976,3766,0,0,0,3341,1724,0,0,5661,6155,3413,0
"species-Ruminococcaceae_bacterium_D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,9357,3990,0,0,12219,15997,2026,0,4677,2054,8925,0
"species-Hungatella_hathewayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,0,0,0,0,559,1506,0,0,832,985,474,0
"species-Treponema_berlinense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5839,0,0,0,0,14771,0,0,0,0,0,0
"species-Streptococcus_pasteurianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,0,0,1480,0,0,0,1658,0,0
"species-Roseburia_sp._CAG-309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12671,0,0,0,0,2667,0,0,0,0,3373
